name,price,description,sustainability_features,rating_x,number_of_reviews,product_page_url,product_id,url,rating_y,author,date,content
Melitta filter bags Natural Brown 1 x 4/40,9.9,Genuine original Melitta Coffee Filters,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.3 out of 5 stars,77 ratings,https://www.amazon.com/Melitta-filter-bags-Natural-Brown/dp/B0002HOV60/ref=sr_1_2?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-2&srs=24229290011,B0002HOV60,https://www.amazon.com/product-reviews/B0002HOV60/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,five_star,mrmelody,"Reviewed in the United Kingdom on October 29, 2018",Do their usual good job
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,one_star,Naoo,"Reviewed in India on February 3, 2023",The box is crushed and unsanitary
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,one_star,Schmidt bianca,"Reviewed in Germany on February 5, 2021",Leider kahm das Produkt aufgerissen bei mir an fand ich nicht in Ordnung für so viel Geld wenn ich es nicht brauchen würde ich es direkt zurück senden war sehr enttäuscht
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,one_star,Robert Heyes,"Reviewed in the United Kingdom on May 31, 2018","I did not receive the Melitta 102 filters, I did however receive Melitta 1x4 filters with a sticker on saying that they're a replacement for the 102 filters. They are emphatically not a replacement. They're far larger and require considerable amounts of origami to get them to fit my machine.  I could have got purchased to 40 packs of these filters for just over half the price from Tesco.  Not sure I should blame the seller or the Amazon Dash Button for this, but I'm definitely not impressed."
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,one_star,Placeholder,"Reviewed in India on August 17, 2022",Bad product
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,one_star,Danielle DLR,"Reviewed in France on March 24, 2021",Un des paquet complètement éventré par un coup de cutter. Je n'achèterai plus jamais ce produit
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,one_star,alves tmp,"Reviewed in France on March 22, 2021","trop petit pour la cafetière, dessus de l' achat"
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,one_star,Amazon Customer,"Reviewed in the United Kingdom on June 28, 2018","First order didn’t arrive, second order arrived next day but is the wrong type!Product itself is excellent."
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,one_star,Véronique Berthomé,"Reviewed in France on July 28, 2019",attention petites quantités dans les sachets
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,one_star,gerard gallienne,"Reviewed in France on September 6, 2018",pas de commentaire puisque le produit n est pas livre!!
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,two_star,Aissa S.,"Reviewed in France on August 3, 2024",2fois plus cher que les filtres  blanc
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,two_star,Franziska,"Reviewed in Germany on August 18, 2014",Das Produkt war wie beschrieben nur viel zu lange Lieferzeit...Nach dem ich das Produkt dann nach ca 3 Wochen erhalten haben ( es wurde aus GB geschickt) dachte ich mir so warum kann man es nicht aus Deutschland schicken . Ich hatte diese Filter gleich zu meiner neuen Kaffeemaschine mitbestellt aber da diese früher da war als die Filter bin ich dann in ein Einkaufsladen gegangen und habe mir die dementsprechenden Filter besorgt..Hätte ich das gewusst das diese so lange brauchen hätte ich sie wo anders bestellt.
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,two_star,John,"Reviewed in Germany on March 15, 2020","Produkt ist gut, Preis ist vollkommen überzogen. In jedem Supermarkt viel günstiger zu erwerben. (unter 2€! )"
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,two_star,Daniele,"Reviewed in Italy on February 11, 2020","Dimensioni un po' ridotte che costringono ad allargare manualmente i filtri al momento di preparare il caffè, però poi non danno problemi. Cari rispetto ad alternative presenti su Amazon (non disponibili al momento di questo acquisto) e nella grande distribuzione."
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
",4.6 out of 5 stars,"1,317 ratings",https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,three_star,Anupam,"Reviewed in India on July 7, 2023","The product quality is good. The box was delivered crushed, but the filters inside are fine. Amazon says this is a 2-Cup filter paper. However, the size is too big even for my 4 cup coffee maker. The 1X2 coffee filter fits it correctly. I have been buying 102 size for some time. Sometimes Amazon sends 1X2 size for 2-cup coffee filter, and this size is correct. But this time they sent 102 size, and this is too big."
