name,price,description,sustainability_features,product_features,product_affordances,rating_product,product_page_url,product_id,review_url,author,date,rating_customer,content,BERT_sentiment,GPT_sentiment
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Naoo,"Reviewed in India on February 3, 2023",1,The box is crushed and unsanitary,-2,-2
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Robert Heyes,"Reviewed in the United Kingdom on May 31, 2018",1,"I did not receive the Melitta 102 filters, I did however receive Melitta 1x4 filters with a sticker on saying that they're a replacement for the 102 filters. They are emphatically not a replacement. They're far larger and require considerable amounts of origami to get them to fit my machine.  I could have got purchased to 40 packs of these filters for just over half the price from Tesco.  Not sure I should blame the seller or the Amazon Dash Button for this, but I'm definitely not impressed.",-1,-2
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Placeholder,"Reviewed in India on August 17, 2022",1,Bad product,-2,-2
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Amazon Customer,"Reviewed in the United Kingdom on June 28, 2018",1,"First order didn’t arrive, second order arrived next day but is the wrong type!Product itself is excellent.",-2,-1
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Anupam,"Reviewed in India on July 7, 2023",3,"The product quality is good. The box was delivered crushed, but the filters inside are fine. Amazon says this is a 2-Cup filter paper. However, the size is too big even for my 4 cup coffee maker. The 1X2 coffee filter fits it correctly. I have been buying 102 size for some time. Sometimes Amazon sends 1X2 size for 2-cup coffee filter, and this size is correct. But this time they sent 102 size, and this is too big.",0,-1
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Jane,"Reviewed in Germany on September 28, 2018",3,"I don't like this item not because of the quality but because of the design of this whole filtering method. Although it is for 2 cups, I would still suggest that you pour water into it several times. Why? It's just the speed that water flows through is not even. If you pour 2 cups of water inside all at once, you'll surely get coffee that is too watery, because the water flows through very very quickly. Yet when the water reaches the bottom, it flows too slowly. I have to honestly say that this design is not as smart as the Japanese drip bags made of paper. It costs an extra ceramic cup, is clumsy, but doesn't do the job perfectly.",-1,-2
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Amazon Customer,"Reviewed in the United Kingdom on November 27, 2016",3,After buying I realized the price was the same as in any random supermarket. Still ok.,0,-1
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Amazon Customer,"Reviewed in the United Kingdom on September 1, 2016",3,Box was damaged when we got but still the filters were good.,0,-1
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Hari M.,"Reviewed in India on February 14, 2022",4,"Fits our 4-cup Phillips perfectly, don't have to trim the paper to size, and no overflow of powder.  The other brand we usually buy is a bit too large, and we have to snip off an inch off of the top of the filter.  But this is 25% more expensive than the other one.  Won't hesitate to buy again whenever the other one is not available.",2,1
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Piotr T.,"Reviewed in the United Kingdom on January 19, 2020",4,Good,1,1
"Melitta Size 102 Aroma Zones Filterbags, Pack of 80",9.99,"Balanced Filter Coffee Taste
Aroma Zones allowing for the perfect release of flavours
Natural paper (unbleached)
Paper sourced from responsible source
Melitta Coffee experts since 1908","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
","Product Features: [""Balanced Filter Coffee Taste"", ""Aroma Zones"", ""Flavours"", ""Natural paper"", ""Paper"", ""Responsible source"", ""Melitta Coffee experts""]","Product Affordances: [""Balanced"", ""Filter"", ""Release"", ""Natural"", ""Responsible"", ""Experts""]",4.6,https://www.amazon.com/Melitta-Size-Aroma-Zones-Filterbags/dp/B0007VJMM4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.LqB6UFpcQV6Ytvd8OwWRTfJ5o69pVWaIyAuxA_in5nlTZn2DNwt8f5VjOiXrkMVKkHfvPc5DEzuhNT0RzgMbLg.2un3j-YEFK0J9ogV2k0h4tyIEx9UaweEHOdxSuOQP-0&dib_tag=se&qid=1727752923&rnid=2941120011&s=appliances&sr=1-1&srs=24229290011,B0007VJMM4,https://www.amazon.com/product-reviews/B0007VJMM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Zoe,"Reviewed in India on June 9, 2023",4,The product is the same as shown in the picture.,0,1
